Company,Job Title,Employement Level,Review Title,Pros,Cons,Rating
Amazon,Amazon Delivery Service Partner Driver,0,driver,the benefits were the only good thing working for this company.,overworked and underpaid. 12+ hr shifts.,3
Amazon,Robotics Engineer,0,great,"high technology, good vibes, good coworkers",it is far from home,5
Amazon,General Warehouse Worker,0,working at amazon,alot of opportunities available and over time always available,"no time for lunch , warehouse is so huge by the time you walk outside for lunch and back lunch is over",5
Amazon,Warehouse Associate,0,it is not horrible but not meant for everyone.,"good pay
4 day week
simple tasks","managers do not always help
crowded and hot inside
no rules enforced for smoking",3
Amazon,Warehouse Associate,0,high expectations after training period,this job provided multiple time off opportunities that almost everyone i knew had taken. the labor is easy.,the labor is senseless and numbing. the company says things that makes itself look better than it is inside. i left because work was becoming routine and was seeing myself become more of a wage slave/ machine than a person.,5
Amazon,Associate,0,good pay,you get a lot of experience and can move into different positions if available and if you work hard.,they usually hire first within but you never know.,4
Amazon,Accounting Financial Rotational Program (AFRP),0,intense,"company culture cares for personal growth, a great place for new grads to learn.","lack of work-life balance, too many meetings, no decision making when there is too many stakeholders",4
Amazon,Accounting Manager,1,good pay,good pay and good benefit,offfice politics and return to office,3
Amazon,Associate,0,it is fine,"good money, easy work depending on warehouse","management can be weird, body soreness",4
Amazon,Sorter,0,fast pace,fast paced environment and friendly co workers,physically tiring but ist ok,5
Amazon,Software Development Engineer (SDE),0,work life balance and lay-offs,"high paying job, great exposures",allways worried about looking job and always in verge of getting pip'd,3
Amazon,Outbound Shipdock,0,overall good experience,"the pay was great, and i really enjoyed the group of people that i worked with in outbound.","the 10 hour shifts can be a bit hard to get used to, but give yourself two weeks to adjust.",5
Amazon,Software Development Engineer,0,great company to start your career,great learning experience if you are staring your career,sometimes the expectation is not realistic and the work environment might get toxic,5
Amazon,Business Analyst Manager - Business Intelligence,1,not great,"my team is awesome, but the company as a whole is not great.","non-flexible rto, no parking (have to pay), lots of teams have poor work life balance.",3
Amazon,Bie,0,review,"salary
wfh
team 
culture 
network",work life balance is bad sometimes,5
Amazon,Assistant Manager,1,metrics are priority ,"benefits are good
great place to work at if you have no prior experience ",upper management looks down upon taking legal/ required breaks. (lunch + 2x 15 mins per 12 hour shifts),4
Amazon,Packer,0,not terrible not great,"4 days of work
by yourself","long hours 10 hour days
robotic",3
Amazon,asociate,0,good place to work,"good benefits, good for people looking to develop a career.",i did not find anything bad,5
Amazon,Communications Manager,1,good place to get diverse experiences ,can change teams if you are not pleased with what you are working on. it is all about the team you are on and the people that make up that team.,people get pitted against one another inevitably as someone has to be a top performer and others have to be designated as bottom performers.,3
Amazon,Associate,0,they love to trim the fat,"good job for introverts, i recommend for a temporary source of income until you find something better good employee resources, outreach, and tuition assistance","you are just a number culture of disrespect in the building they fire people constantly, your job is not safe you will be surrounded by rude and nasty coworkers its impersonal",1
Amazon,Area Manager,1,continuous improvement,fast paced with new challenges. opportunities for growth and leadership development. easy to relocate,long shifts with lots of end of shift reporting. turnover of leadership is high,5
Amazon,Warehouse Associate,0,not as together as others ,"pay, benefits and hiring process one of the best.",this warehouse was part of a pilot program. hours were shorter and management seemed lost,3
Amazon,Warehouse Associate,0,not as together as others ,"pay, benefits and hiring process one of the best.",this warehouse was part of a pilot program. hours were shorter and management seemed lost,3
Amazon,Delivery Driver,0,"good company, hard work and long hours","- pay is good for not needing any qualifications aside from a valid driver's license and clean record
- they are understanding during the heavy package weeks like amazon prime day and the holidays
- you have opportunities to leave work early based on you are level of efficiency","-although they are understanding, that does not mean they do not overload your van with packages and expect you to work the maximum legally approved time (around 10 hours per day) on particularly busy weeks (sometimes with incentives)
-specifically in houston, tx, the temperatures during the summer can make work extremely grueling",4
Amazon,Client Lead Recruiter,0,valuable experience,surrounded by a-players with a can-do attitude,the culture gets a little too competitive and takes away from the actual work sometimes,5
Amazon,Software Development Engineer - Intern,0,amazing opportunity to lear at amazon,"good work culture, good environment to learn new technologies",work life balance is comparatively low.,5
Amazon,Transportation Associate,0,amazon tom team,"free cdl 
better pay than inside
more lax than inside in terms of workload
small team, better relations with managers and coworkers usually","got to be out in elements
usually only closed on christmas, if building is closed still got to operate
small team, if you have lazy coworkers makes things hard
hard to move up as there are not many manager spots due to the small team",4
Amazon,Account Manager 2,1,great experience but treat you like a number,great experience and opportunity. benefits are on point with job responsibilities. career growth is exponential if you are in a corporate location.,the urgency of speed at which amazon operates to move quickly can negatively impact the employees by making them feel like another number instead of a valued team member and human being.,4
Amazon,IT Support Engineer,0,it,"good work experience, lots of exposure","busy schedule and low payrate,",3
Amazon,Program Manager,1,strive to be your best,collaborative and pushing the limits of human excellence,humans are commodities and can be replaced,3
Amazon,Stower,0,low pay,hourly paid and heath insurance,labor work like a slave,1
Amazon,Warehouse Associate,0,"good benefits & nice for short term, but will ultimately because injuries due to the hours & pace of work expected.","health insurance benefits are hard to beat, and 401k and option to buy stock automatically out if each paycheck is great. if you have supportive management, it is east to feel confident and secure, but it is not always the case.","it is all about who you are working with. there are great managers and support staff, but also terrible manager’s & coworkers who do nothing and get away with it. it is also the most physically exhausting job and you are always expected to do more, especially if you generally have a good work ethic. you are just expected to do more and more even if equipment is faulty or no one is supporting you. and there are consistent issues with equipment not working and affecting everyone is productivity. it is hot and they will deny that and take forever to provide relief. i can beat you down mentally as well. also plenty of favoritism and some people do next to nothing and manage to keep their position.",2
Amazon,Warehouse Associate,0,"good benefits & nice for short term, but will ultimately because injuries due to the hours & pace of work expected.","health insurance benefits are hard to beat, and 401k and option to buy stock automatically out if each paycheck is great. if you have supportive management, it is east to feel confident and secure, but it is not always the case.","it is all about who you are working with. there are great managers and support staff, but also terrible manager’s & coworkers who do nothing and get away with it. it is also the most physically exhausting job and you are always expected to do more, especially if you generally have a good work ethic. you are just expected to do more and more even if equipment is faulty or no one is supporting you. and there are consistent issues with equipment not working and affecting everyone is productivity. it is hot and they will deny that and take forever to provide relief. i can beat you down mentally as well. also plenty of favoritism and some people do next to nothing and manage to keep their position.",2
Amazon,Fulfillment Associate,0,ok if you are really social,"good hours, fair pay, hr has really fast responses for time off, robust system in place for checking worked hours, making corrections via employee app.","advancement can only happen externally applying, or if your social skills are really good to get recommendations, favoritism is ridiculously high in this job its laughable to see how far you can get. seen guys from publix bag shoppers and gas station clerks get to l5 and l6 positions in two years with bare minimum amount of time and background experience. i not knocking their efforts, but its is astonishing to see how far you can go in the company, if you are really social at blinding speeds vs everyone else.",3
Amazon,Principal Content Acquisition,0,"principal, cam","job flexibility, autonomy and growth opportunities.",varies by organization and manager. could go either way depending on where you are and who you report to.,4
Amazon,Area Manager II,1,good place to move up,fantastic opportunity to develop leadership skills and learn different things. different outlets to advance career,hours longer than what is specified up front,4
Amazon,Human Resource Business Partner,0,long term employee laid off,"cheap benefits
worked 4, 10 hour days","slaved away for 7 years and worked my way up from t1, l2,l3,l4 and then got laid off.",1
Amazon,Software Developer,0,known to all,it is the best option for anyone to start their career off,being a fresher it will be overwhelming to perform,4
Amazon,Package Handler,0,good,"workout
great benefits
flexible
shift choice","boring
no headphones
repetitive
boring",4
Amazon,Delivery Driver,0,what you make it,"overtime is basically unlimited, i average 50 hours a week",pay compared to workload is very unbalanced,4
Amazon,Warehouse Associate,0,do not work here,the pay is much higher than other jobs,the work is extremely strenuous and not worth the time,3
Amazon,Inbound Stow,0,amazon honest rating,you honestly get a good amount of money,managers do too much and love to make the work environment lifeless,2
Amazon,Data Scientist,0,nice,good job and good pay,no downsides and no thing else,4
Amazon,Delivery Driver,0,average job,"good pay, nice people, and work in good areas.","intensive labor, and poor communication.",3
Amazon,Warehouse Associate,0,good job,an amazing place to work at.,wish the schedule could be better,5
Amazon,Associate,0,good basic job,"it is pretty easy, get paid on fridays","sadly, after 15 years, all our bonuses have been taken away. you might get a tee shirt a few times a year, but upper management does not appreciate their tenured workers and make it feel like they do not understand why you are still there, and they definitely do not do anything to keep you there. if you are on the back end of your work life maybe it is a good job, but if you are young, please go somewhere else.",2
Amazon,Area Manager I,1,good money for a short period of time,"benefits are amazing.
good hours for your schedule","higher management does not care for lower employees
no bonuses or extra pay for lower employees",2
Amazon,Account Representative,0,account rep 2 salary transparency,"company stability, smart great people","return to office, base pay low, salary heavily weighted in rsus that have a long vesting period.",3
Amazon,Transportation Specialist ROC,0,not a bad postion to be in for amazon,"9-5 schedule is nice. 40 hour work weeks and the ask if you want ot, only required ot for peak month.
pay is pretty nice extrernally. not sure for internals.
pto, vacation and you accumulate upt (unpaid time off) is you wanted a day or to leave early and not waste you personal time.","manager is not the greatest, communication is very poor but leads are helpful.
work 5 days a week but one of those days has to be a weekend.
difficult to move up.
hybrid schedule when the job really does not need to be in office.",3
Amazon,Machine Learning Data Associate II,0,low pay,"excellent health, dental, vision insurance","no work-life balance, lack of communication, poor management.",1
Amazon,Warehouse Associate,0,t,"good benefits, flexibility, and work life balance","management is bad, and mandatory overtime sucks.",1
Amazon,Principal Software Engineer,0,good,good working conditions amazing for newbies,you do not know when they will cut you off,5
Amazon,Research Scientist,0,3 start out of 5,"fast environment
can develop new skills","no work life balance
constantly changing priorities",3
Amazon,Assistant Manager,1,great opportunities,#NAME?,#NAME?,4
Amazon,Warehouse Worker,0,not hard work,"met nice people, easy work to scan boxes",on your feet throughout the entire shift,3
Amazon,Warehouse Associate,0,good,flexible schedule and good pay.,long hours of standing and walking sometimes.,5
Amazon,Warehouse Associate,0,1 of the worst companies to actually work for,"flexibility, schedule changes, and you can move up within the company","pay, management, co-workers are lazy and horrible... they will smile to your face then backstab you faster than you can turn your head. you can work there 5 yrs, get nothing but good write ups during that time, deal with racism on whites, and get fired because of someone saying you did something you did not. crap company that will fire you without any proof of anything and i believe it is just because you are a number to them and if they can get rid of someone who they have to pay $22 an hr to but they can get someone else for $16 an hr then why would not they?",1
Amazon,Ship Clerk,0,working at amazon,"fast paced environment, great benefits and people.","a lot of politics when trying to move up, you have to be a bootlick to become a manager.",3
Amazon,AA(Amazon Associate),0,amazon bwi5 not what it seems to be and lousy hr rept as well process assitants and area managers.,very good company to get a good decent paycheck.,"lousy hr, process assistants, area managers and safety. let a lot of people who do not do anything stand around and do nothing to collect a paycheck everyday. too high of volume in one facility that makes the associates work for their money and hard work. racial issues with other skin colors and let them get away with alot i was recently involved in an incident at work which i cannot discuss there.",2
Amazon,Social Media Manager,1,always be learning,"i never stop learning about amazon offerings, features, processes, teams, initiatives, etc. and that is very stimulating to me. also the encouragement to constantly innovate, improve, and grow is awesome for the people who enjoy it. also i love the encouragement to shift positions every couple of years.","minimal paid holidays, a decent amount of red tape, and senior leadership often telling you what to do without any having any idea of how your programs work.",4
Amazon,System Development Engineer II,0,it is always day1,the culture of innovation and core values like tenets and leadership principles help you achieve the growth and mindset to do well in your career as well in your personal life.,"being part of an organization which so customer obsessed and innovation driven, you may get a consistent mind tension which is not bad if you handle it well and channel it to the right way.",5
Amazon,Social Media Manager,1,always be learning,"i never stop learning about amazon offerings, features, processes, teams, initiatives, etc. and that is very stimulating to me. also the encouragement to constantly innovate, improve, and grow is awesome for the people who enjoy it. also i love the encouragement to shift positions every couple of years.","minimal paid holidays, a decent amount of red tape, and senior leadership often telling you what to do without any having any idea of how your programs work.",4
Amazon,System Development Engineer II,0,it is always day1,the culture of innovation and core values like tenets and leadership principles help you achieve the growth and mindset to do well in your career as well in your personal life.,"being part of an organization which so customer obsessed and innovation driven, you may get a consistent mind tension which is not bad if you handle it well and channel it to the right way.",5
Amazon,ICQA,0,excellent ,"excellent department, great team, excellent shift hours",i do not have nothing bad too say,5
Amazon,Area Manager,1,good stepping stone,"great benefits, training pto was easy to take off.",do not stay long it would draining,3
Amazon,Account Manager,1,good culture and better team,great company to work with,lots of hierarchy to navigate,5
Amazon,Amazon Warehouse Associate (Full-Time),0,amazing experience,extremely flexible and awesome work experience,no cons at all with this job,5
Amazon,Warehouse Associate,0,experiences,it was simple and easy to learn.,constant mandatory overtimes or “flex ups”.,3
Amazon,Sortation Associate,0,do not do it ,"good pay, okay people, shoes provided","long hours, slow days they will yell at you to go faster when it is not possible, mangers are not any help neither is hr",1
Amazon,IT Support Engineer I,0,"great place to work, but can be very stressful.",amazon follows a leadership role model and they really do care about their employees. they were great role models and they looked out for their teams and employees. +very customer service oriented. +lots of understanding and quality people (will work with you). +each site has some nice perks and great management. +remote / hybrid role. just make sure to visit your sits weekly and as needed. (you cannot drop the ball this way),"the expectations placed on this role needs to be met by someone who has nerves of steel and excellent multitasker. -can be overwhelming at times -many projects and initiatives are coming your way whether you are ready for them or not +/-i am placing this as mixed because depending on your perspective, this can be a good thing or a bad thing. amazon has it is own way to resolve issues, and you have to follow this cookie cutter method. often. there is veeery little room for deviation and interpretation.",5
Amazon,Recruitment Manager,1,recruitment marketing manager ,the pay and benefits are great.,the cons would be lay offs and being stagnant in a role for a long time.,3
Amazon,Security Bar Raiser,0,great company ,"great maternity leave after you have worked a year
very chill position","wfh job like any can be repetitive, company changes a lot of its policies very frequently it is even in there motto",5
Amazon,Data Engineer,0,pros and cons,"good pay, good office location, good stack if you want to learn",ruthless management style. long hours,2
Amazon,Amazon Warehouse Associate (Full-Time),0,it is ok,"stable pay
ability to work your way up
good benefits",be prepared to be treated like a robot,4
Amazon,Warehouse Associate,0,good job,good pay starting out and room for improvement,long periods of standing up,4
Amazon,Senior Product Compliance Associate,0,senior product compliance associate,work balance culture team engagement,growth is kind of slow,5
Amazon,Software Engineer,0,nice,nice to learn here as jonior,fast-moving and mental health damage,4
Amazon,Public Relations Manager,1,exactly as you would expect,pay is good. lots of smart people.,unbelievable bureaucracy. no flexibility. deceptive hiring practices. hypocritical about leadership principles. limited opportunity for advancement.,2
Amazon,Warehouse Associate,0,basic warehouse job,"easy work, good people to work with.",too much turn over and demands for picking were getting higher and higher.,3
Amazon,Sorter,0,nah,the pros were meeting new people.,the cons are endless. this is top 3 the worst job i have had.,2
Amazon,AFM,0,headline is self explanating,easy to navigate through the site,no cons to the company that i can see,5
Amazon,Picker,0,a job is a job,it was kind of cool being in there for the first time and working with all the machines that moved on their own.,"hours can be long no matter how short you work. and it is annoying if you have a manager telling you you cannot even pass the time with headphones in. 

also, i never once met my manager",4
Amazon,Assistant  Manager,1,the rumors are true!,"schedule and benefits
location and commute","micromanagement 
physically and mentally stressful
expected to be available off hours
no support
no transparency 
exploitation of associates
no advancement opportunities 
no redevelopment  of associates
unfair pay practices
secretive policy changes (no announcement)
unsafe work conditions 
unhealthy work conditions",2
Amazon,Warehouse Worker,0,great oppurtunity,helping people with there goods,very long and hard hours.,5
Amazon,Software Developer Intern,0,internship review,#NAME?,#NAME?,5
Amazon,Area Manager,1,"long hours, but great pay.",pay and experience is great.,long hours and different sites are ran differently.,3
Amazon,Employee Benefits Program Specialist,0,good and bad,"working with very smart people in a fast paced, well-funded organization.","amazon's philosophy is to get what it can from you in 2 years -- before they have to pay out on their stock promises. beginning in year 3, leadership makes decisions designed to drive you away -- including doubling/trippling your workload, blocking pathways to success.",3
Amazon,Stocker,0,great workplace,great benefits and great pay,not enough hours for night shift,5
Amazon,Sortation Associate,0,amazon,nice place to work for the summer,nothing to say at the moment,4
Amazon,SDE-intern,0,good experience,good salary and big scope project,team members are very cold,5
Amazon,Experienced Senior HR Manager,1,by the numbers,"big company, lots of mobility opportunities, encouraged movement","by the numbers, and the numbers are not allowed to have a story... if it is bad, does not matter if you are working out poor performers, you are held accountable to low metrics, even if there are valid reasons.",3
Amazon,Area Manager L4,1,pros and cons,"good pay, good people, lots of opportunities, 4 day work week","rough hours, often expected to come in early and leave late",4
Amazon,Sortation Associate,0,management forever changing,"pay was pretty good for the position, and co workers were usually pretty cool.",you never really get used to any manager as they are always getting shifted around. some are good to the employees but they end up losing their job or quitting.,3
Amazon,Associate,0,stressful,"flexible working hours

fairly simple work","requires maintaining picking and storage rates

high turnover of employees

being yelled at by managers for not being fast enough",2
Amazon,IT Technician Level 3,0,not for everyone,"great benefits, enjoyed working with everyone on my team","lots of red tape
hr was all overseas/difficult to deal with",4
Amazon,Sales Associate,0,no,no more time here now,poor management time is off,1
Amazon,Associate,0,excellent,best warehouse to work in for the income to stabilize.,stressful to work because of too much competition.,4
Amazon,Picker/Packer,0,not for the physically weak ,the pay was good when i was there. the app was nice.,"the management were the worst. the metrics, the walking.",3
Amazon,Fulfillment Associate,0,good,the pay was good and weekly,have to meet the rf scanner rate,5
Amazon,Senior Program Manager,1,stressful and toxic,work on interesting and impactful projects,everyone is on their toe to avoid getting piped,2
Amazon,Package Handler,0,awesome place,great place to work! love it here,nothing. they pay for my school.,5
Amazon,RME Tech III,0,mostly good especially for moving up,"good pay, good benefits, very easy to schedule time off, easy job if you find a site that is set to the pace you thrive in. tns is very slow and laid back(retirement home), and an ar sortable is chaos/ gogogo.",management lacks real world training and are number managers vs people managers. not nearly enough pto and vacation days build up.,4
Amazon,Associate,0,ehh,"a paying job, a lot of hours",do not let them break your body down.,2
Amazon,Data Scientist,0,good team,grow up fast and quick learner,company culture is not good,4
Amazon,Warehouse Associate,0,my amazon experience,"the work was constant. i like to stay busy because it makes the day go by quickly. the pay was great, and getting paid weekly. the 'donut shift' was the best shift.
",the pas did not know how to talk to the associates.,4
Amazon,Go-To-Market Leader,0,amazon,"always learning
smart and inspiring colleagues","culture changing, feeling more bureaucratic",3
Amazon,Software Development Engineer II,0,"great place to learn, but not sustainable",lots of new things to learn with strong technical people.,intimidation and abuse is rampant.,3
Amazon,Ambassador,0,ambassador at amazon,easy money and an opportunity to meet great people.,"management can be difficult to work with sometimes, but focusing on your own improvement within the company can help you stray from finding an issue with that.",2
Amazon,Software Development Engineer 2,0,great company to improve as a software engineer,"1. real engineering and challenging problems to solve on a daily basis.
2. build scalable systems that are highly resilient.",1. oncall can get hectic based on the product you work with.,4
Amazon,Software Development Engineer 2,0,great company to improve as a software engineer,"1. real engineering and challenging problems to solve on a daily basis.
2. build scalable systems that are highly resilient.",1. oncall can get hectic based on the product you work with.,4
Amazon,IT Support Associate II,0,hard to grow since layoffs,"benefits 
weekly pay
educational reimbursement.","no overtime
not easy to get promoted or switch departments for it
very short staffed and they not hiring experienced techs just entry it staff, to save the company money",3
Amazon,Warehouse Associate,0,"decent for some money, not worth staying","decent pay 
flexible schedule
easy money","not worth staying for long, it is amazon, there are new hires every time for some reason",4
Amazon,Sortation Associate,0,walk walk walk,#NAME?,#NAME?,4
Amazon,Operations Manager,1,stress and mental health vs. $$$ ...choose wisely.,"pay is good, most of your colleagues are extremely smart.","working in fulfillment is cutthroat and stressful, to the point where mental health concerns become a huge factor in your ability to do the job well. hourly associates (aa's) are not screened very well and the work quality and work ethic of many aa's are very poor. it is almost impossible to quickly discipline aa's that deserve it without being accused of targeting or discrimination. aa's that get terminated often return within a few months.",2
Amazon,Warehouse Worker,0,good,"hours are good, pay was good",overnight for 10 hours straight is wild,4
Amazon,Warehouse Worker,0,former employee ,"when i did work at amazon it was a a hard but relatively easy job, all of my co workers were kind and easy to work with.",definitely hard work so be prepared to sore after your shift.,5
Amazon,Customer Success Manager (CSM),1,meh,"the pay and stock was pretty nice. and there is essentially infinite lateral movement possibilities at the company, it is not frowned upon to transition jobs.",the manager/team you wind up on can be a crap shoot. very political and i saw lots of people end up on bogus performance plans.,2
Amazon,Driver,0,good pay for part time,good pay for part time,use your own car and your own gas,4
Amazon,Area Manager II,1,am @ amazon,"great people, great learning and always day1","stress
over-loaded work
working with hourly associates",4
Amazon,Software Development Engineer (SDE),0,laying off people,"good pay, and new techs",too much stress and considering change another company,3
Amazon,Disability Specialist,0,this place sucks,pay was decent and good training,cut throat with lay offs,1
Amazon,Software Engineer,0,horrible workplace,you get free bananas and tap water,toxic culture. managers do not care about their engineers,1
Amazon,Logistics Scheduler,0,alright ,"people
managers 
3 days off","pay 
pto subpar
lack of communication",3
Amazon,Area Manager,1,entry level positions,"good benefits, 401k, rsu, et cetera","work life balance is an all time low, high turn over rates",3
Amazon,Sr.  Strategic Sourcing Manager,1,fun and fastpsced,"never a dull day
smart people","long hours
a lot of back stabbing
difficult to grow compensation when st l6",4
Amazon,Fulfillment Associate,0,15 minute rule blows,"pay, hours, insurance and tuition assistance",breaks are basically walking to the front of the warehouse and back to somewhere randomly in the warehouse unless you stay in the spot you logged out at or running,4
Amazon,"Floor Staff (Box Office Cashier, Concessions, and Usher)",0,yesssssss,gave me shopping inso so thanks,i wanted the stuff people got,4
Amazon,Applied Scientist,0,not your best choice but fair,good place to make you strong,1 year will look like 6,3
Amazon,"Floor Staff (Box Office Cashier, Concessions, and Usher)",0,yesssssss,gave me shopping inso so thanks,i wanted the stuff people got,4
Amazon,Applied Scientist,0,not your best choice but fair,good place to make you strong,1 year will look like 6,3
Amazon,Software Development Manager,1,"trimming the fat, letting people go","good salary.
lots of opportunities if you located on-site or close to a site","every manager is mandated to let go of 5% of their workforce. 
this forces managers to nitpick on individuals who are target of this mandate",1
Amazon,Sr. Program Manager,1,subject: a harrowing experience at amazon: a once-great company now in shambles,"exceptional compensation, if you are a good negotiator, you can acquire good amount of shares, but you have to fight hard for those when you get a job offer. there is complimentary coffee, and a valuable learning experience await at this workplace. the rapid acquisition of diverse skills is a necessity for survival, making it an excellent environment for personal and professional growth. with the right supportive manager, it becomes an ideal workplace. amazon values diversity and really support thinking big. great place for a personality with creative powers.","i regret to say that my experience with amazon has been nothing short of a nightmare. what was once a great company with an excellent collaborative culture under jeff's legendary leadership has devolved into a train wreck of epic proportions.

the work environment is reminiscent of a battle of a personalities, resembling a jungle where it is either kill or be killed. the company now thrives on fake personalities and pseudo experts, seemingly overloaded with career worriers from india and eu. the leadership, clearly out of their depth since the company doubled during covid, appears to have no clue about the chaos that ensued.

navigating through the organization feels like a constant clash of egos, with individuals meticulously checking your level before deciding whether they want to engage with you. at level 8, some people seem to be part of a cult, with a few having previously run private prisons before joining the company. your manager becomes your ticket to promotion, deciding which lamb will go to the slaughterhouse.

reporting a harassing manager with a genuine reason seems futile, as the hr department is seemingly impotent, adhering to a company legal team policy of not taking any prisoners. endless hours are spent on document creation, only to be followed by harsh criticism of ideas based on trivial aspects like format and font.

a shocking revelation is that 60 percent of the projects my organization pursued were unnecessary, undertaken merely to portray the illusion that the organization was thriving. amazon is no longer the company you would want to work for.

i have witnessed people screaming at each other in meetings, witnessed women breaking down due to brutal feedback from fellow women, all while hr turns a blind eye to resolving any issues. pay raises seem to depend on imaginary superpowers, but in reality, your manager holds the real super power to make or break it.

during my tenure, i have seen colleagues admitted to psychiatric care because they could not endure the toxicity any longer. the compensation, though generous, becomes a form of stockholm syndrome, trapping employees in a life they cannot leave behind. expect to take calls on the weekend and reply to emails from peers across the globe at odd hours, leading to a detrimental impact on mental health.

i will never consider returning to amazon after the traumatic experiences i endured. a close friend and wounded veteran was heartlessly fired due to ptsd, unable to meet unrealistic deadlines. in this cutthroat environment, one is compelled to bring the best metaphorical knife and learn how to navigate the jungle by any means necessary.",2
Amazon,Human Resources Partner,0,"great for career growth, not so great during the holidays","i like the team i work with. the people are fun and the culture is inclusive. the health benefits are great. the senior management team within hr has amazing coaching and career skills. they take you on as a mentee and it is been an overall great experience right out of college. the company relocated me to one coast from the other and i was awarded a relocation package both times. the benefits are great. if you need to take off to visit family in a different country, they have time off options for that. they also offer free resources to their employees. the hourly and salary perks only differ when it comes to tuition assistance. only hourly folks are eligible for college reimbursement. however, different business lines operate very differently. i transitioned from a delivery station to a fulfillment center and quickly had to re-learn my role. it keeps me on my toes and i like it.","the only thing that is debilitating is they make you work 2 hours of unpaid mandatory extra time (met) based on business need. you also do not have access to college benefits unless you are paid hourly. salaried leaders do not receive tuition reimbursement. the 2 hours of unpaid overtime can happen anytime they announce prime. they call it met and they make all salaried leaders do it from black friday through christmas. every department except for hr works 4 days a week for 10 hours, so they get 3 days off. the hr department is considered a support team and is not granted the same work life balance as other departments. we are expected to be available 5 days a week, 8 hours a day to provide more support. this culture varies between business line. the east coast with the same company and title had a better work life balance culture.",3
Amazon,Warehouse Worker,0,great job,great pay and benefits and hours,over work workers with less breaks,4
Amazon,Fulfillment Associate,0,how is the company??,best pay and amazing benefits,little hardwork that other companies,4
Amazon,Warehouse Worker,0,pay,"easy, reliable, overtime, autonomous, fast","tiring and boring, sometimes tedious",4
Amazon,Senior Software Engineer,0,if you like living in the big city,huge organization with massive resources and lots of potential opportunities. lots of fun company-sponsored things to do. lots of learning opportunities.,"you pretty much have to live in or commute into a big city with few mass transit options. incredibly cost of living, housing, food, etc. easy to get lost amongst the crowd of other developers.",3
Amazon,Transportation Associate,0,amazon tom team,night shift.  free cdl school.  good benes..  short work week,job can be boring at times,4
Meta,Staff Software Engineer,0,overall good place to work for early stage of career,"* endless challenging and fun problems with scaling and performance
* access to cutting edge technologies
* the pay is good","* competition between teams and individuals is heated because of the motivation system
* almost every piece of infra is in house solution, a bit isolated from status quo of industry",4
Meta,Product Manager,1,"not bad, not great","it was ok, not too bad",it was political and difficult to get things done,4
Meta,Software Engineer,0,excellent place to work,"good food.
great healthcare coverage.","frequent recent layoffs.
performance is team dependent.",5
Meta,Staff Engineer,0,5 years at meta,#NAME?,#NAME?,2
Meta,BBL Administer,0,fine benefits,benefits traveling to india for november,ok thanks for letting me know if you need anything,5
Meta,Product Manager,1,"quality, but mature.","- opportunity: many interesting roles possible, easier to access once you are in

- variety: if your current corner of the company is dysfunctional (e.g. displaying cons below), you can search for a better one. probably some team somewhere is good for you!

- relatively more free, bottoms-up culture

- solid company values: many core startup culture values were pioneered by facebook.

- compensation & benefits: good, even relative to similar companies.

- consistent quality co-workers

- impact: opportunity to work on important problems and make a difference.

- machine learning strength: the company has a great position in ai, with strong talent and the positioning of supporting openness.","- past its peak: driven my many factors, such as overall maturity of the business, its weak strategic position (vs. competitors), low brand value (given criticisms of social media, and the company in particular). regulatory pressure. 

- strategic weakness: the company has both made strategic errors (e.g. metaverse), and not been consistent in its strategy (you cannot accomplish anything it you do not stick to some strategy, and changing quickly has a negative effect on organizational memory). 

- big company syndrome: due to factors such as those listed above, meta suffers from the many downsides of large companies, such as bureaucracy, politics, and as a result has a hard time creating new quality products, or even improving current products. 

- straying from values: meta has drifted from practicing its core values and even eliminated some (transparency), 

- perverse incentives: as a result of maturity (esp. because it is hard to do anything) and lax values, there are often perverse incentives to succeed by playing internal corporate games that are often arbitrary, or even detrimental to the company. at the same time, the legacy of the company's culture of freedom results in a level of chaos. this can result in an environment that is both arbitrary and unpredictable

- remote work: though still better than many competitors, meta backed away from its initial strong support of remote work.",4
Meta,Techincial Support,0,great,mark is great to work with,greedy and not worth the hassel,4
Meta,Data Analyst/Data Scientist,0,intern experience at meta,#NAME?,"- individual growth often hinges on managerial dynamics.
- project rationale may lack clarity, leading to questionable impacts.
- the company's mission does not always align with societal benefit.",3
Meta,Program Manager,1,ok,remote work and benefits are great,psc is confusing and does not always result in job security,4
Meta,Content Marketing,0,"great perks, questionable growth","amazing perks, excellent health insurance, wellness benefits, 401k matching, amazing food, great pay","lots of politics, can take a very long time to get promoted, people can work against you to keep you at your current level, it is all about visibility, if you are not popular and visible on your projects, it can really hurt your growth.",4
Meta,Postdoctoral Researcher,0,good,"smart people, smart system, high pay",most people are hard worker.,5
Meta,Data Engineer,0,intense work pace,good technical growth from team mates,you need to be strongly self drive and hunt for projects,2
Meta,P2P Procurement Analyst,0,it was good until it was not,"pay is really good, free food, lots of perks.","lots of layoffs, management can be toxic, inclusivity feel like a checklist.",4
Meta,Sales,0,revie,"good stuff
its good
and stuff","bad, cons
but usually
bad cons",4
Meta,Product Analyst,0,"good employer, great people, limited opportunities",can have chill work life balance,"limited growth potential, no management opportunities",4
Meta,Process Engineer II,0,good place to work if you can reach fte,great pay. interesting job. great team.,higher levels get competitive. the stigma of meta is not enjoyable.,5
